Epoch	Loss	Val_loss	te_rmse	te_r2	te_mape	ee_rmse	ee_r2	ee_mape	best_lamda	c_rmse	c_r2	c_mape
280	0.6741091012954712	0.6982275247573853	0.8323680252871197	0.48048015276031586	0.40334374615977503	0.47023157240251223	0.6807837147016285	1.624827824991034	1.1000000000000028	0.4678971532490456	0.8358381749200976	0.16398774575183298
290	0.6499475836753845	0.676764190196991	0.8199005584670653	0.4959266578668101	0.39033050264320873	0.47094491810354966	0.6700007913216622	2.353527677893206	1.1000000000000028	0.4680289188130565	0.8357457019435894	0.16441713325958038
300	0.6302138566970825	0.6594483852386475	0.8099025886250607	0.5081451704509363	0.3780737649351261	0.4735871775908284	0.6579803869120882	1.9744273383692537	1.1000000000000028	0.47025893649726286	0.8341767278666228	0.16663206451055224
310	0.6146357655525208	0.6460410356521606	0.8022765290042708	0.5173641925013042	0.3674392828964725	0.4746233799738565	0.6499064705690525	3.1525678759551687	1.1000000000000028	0.47071022001934215	0.833858310878294	0.16740823618954287
320	0.6027679443359375	0.635957658290863	0.7967302593479462	0.5240142079520338	0.35775895295077575	0.4780839017016586	0.6397669389939934	1.661486516273035	1.1000000000000028	0.4743075844204519	0.8313091585423422	0.16984646215271634
330	0.5939054489135742	0.6284605860710144	0.7927885777377865	0.5287122682463798	0.35075412487561675	0.48017941705446743	0.6329884658028411	1.9681395813256786	1.1000000000000028	0.4760588715627937	0.8300611434876234	0.17112009475758577
340	0.5873160362243652	0.6229031682014465	0.7900091864197177	0.5320109961236763	0.34516668005235734	0.4812943125585889	0.628689808454107	1.724175961822644	1.1000000000000028	0.477073082159373	0.8293362861505046	0.1719402199401892
350	0.5823216438293457	0.6187391877174377	0.7880162400812534	0.5343691979305345	0.3398741080590457	0.47996801434227754	0.628813542610811	2.6916750975869697	1.1000000000000028	0.47539885005140786	0.8305320329276665	0.17149853431005546
360	0.5784176588058472	0.6153961420059204	0.7863662738665347	0.5363170531574564	0.33742184257928964	0.4814755637353909	0.6249687005376883	2.0383716155269282	1.1000000000000028	0.47650516228484	0.8297423691117749	0.17234115503617226
370	0.5751829743385315	0.612604558467865	0.7850382499285243	0.5378818763289941	0.33399481878790166	0.4879659280536139	0.6134217046354004	1.9364797566060994	1.1000000000000028	0.4837387539825377	0.8245339380348095	0.17385809873179334
380	0.5724049806594849	0.6100776195526123	0.7837492593605395	0.5393981766546906	0.332797368279574	0.4877002612237654	0.6126348831227705	1.9845103115593403	1.1000000000000028	0.48321288354386266	0.8249152275624101	0.1747720564552964
390	0.5698469281196594	0.6077021360397339	0.7825441542435109	0.540813544803795	0.3302779017090053	0.48745156923597666	0.6117862792413706	2.515153557933891	1.1000000000000028	0.48282811348045207	0.8251939476041379	0.17478228373064572
400	0.5675318241119385	0.6054571866989136	0.7813147656286455	0.5422551891211456	0.3287737885388486	0.48741029272603126	0.6106387386161043	16.816013576036173	1.1000000000000028	0.4827722714735845	0.8252343800313983	0.17623051516731414
410	0.5652738809585571	0.6032676696777344	0.7800926554967896	0.543686051778967	0.3266921174399658	0.4901133649816592	0.6050164918040762	2.159639896795221	1.1000000000000028	0.48569921157135354	0.8231088265460351	0.17699486391756367
420	0.563093364238739	0.6010802388191223	0.7787926227567744	0.5452056886117053	0.325754623298419	0.4913321690660872	0.6017582337532705	2.8558633891594774	1.2000000000000028	0.4889351959947428	0.8207438898092021	0.17898368417189814
430	0.5609254837036133	0.598889946937561	0.7774967327532684	0.5467179604081709	0.32415265558337336	0.49042754375432174	0.6018673022072412	3.801209687753131	1.2000000000000028	0.48690966510359807	0.8222260359117886	0.17905210463682347
440	0.558800458908081	0.5967075824737549	0.776172998492395	0.5482601255424036	0.32280562093854515	0.4904603183744571	0.6004424140281317	3.6754243584224984	1.2000000000000028	0.4865465876434323	0.822491061064714	0.17854676871592506
450	0.5566339492797852	0.5945002436637878	0.774814483940955	0.549840077762025	0.3220096171419997	0.49041682813271303	0.5991408699917264	2.980656936765274	1.2000000000000028	0.48665936841373064	0.8224087589146938	0.17655584200536403
460	0.5544982552528381	0.5923013091087341	0.773507389623237	0.5513576156467407	0.32019603723798884	0.49392094554906724	0.5919478227825253	2.63555786962889	1.2000000000000028	0.4908604075270643	0.8193294472776915	0.1788321258537247
470	0.5523359775543213	0.590090274810791	0.7721801771735544	0.5528958890331152	0.31847220388833086	0.4912067653474574	0.5949653335363496	2.6614171225617547	1.2000000000000028	0.48780509235453823	0.8215715817787086	0.17879068762267278
480	0.550163984298706	0.5878353118896484	0.7707806443751055	0.554515122030282	0.3177147638477581	0.4920168565922906	0.5921941761379164	2.151245017047268	1.2000000000000028	0.4885814637349961	0.8210031705161979	0.17870926712294816
490	0.5479773879051208	0.585521936416626	0.7693268716229635	0.5561939992292684	0.31722647236184426	0.49037252733731823	0.593442281845628	1.967609367175407	1.2000000000000028	0.48672435541559855	0.8223613257667948	0.17815336248247296
500	0.5458518266677856	0.5832157731056213	0.767885731284184	0.5578551596578452	0.3170905185798683	0.4922466694769429	0.5888750336323498	2.0674802803589376	1.2000000000000028	0.4887192924487546	0.8209021663462326	0.17767250775899537
510	0.5435981750488281	0.5809167623519897	0.7665358760760655	0.5594082733841331	0.31480727344249976	0.4910519124913577	0.5893055906032572	1.7628777187570148	1.2000000000000028	0.4872212644164216	0.8219984291342836	0.17741120711011454
520	0.5413787961006165	0.5785154104232788	0.7650664603778862	0.5610958444141609	0.31450133364002003	0.4919422312858747	0.5863003489813596	1.570980375331378	1.2000000000000028	0.48886321265861477	0.8207966677768554	0.1782184087040728
530	0.5390997529029846	0.5761944651603699	0.7636198671400702	0.5627540416157784	0.3130961523107765	0.49147772645431803	0.5854821185963682	1.6970657754029406	1.2000000000000028	0.48751077980218654	0.8217868229976891	0.1769338670019303
540	0.5368269085884094	0.5738902688026428	0.7621734442279673	0.5644089058328083	0.31114402151271514	0.4912454157907988	0.5842025289183037	6.9604375111883146	1.2000000000000028	0.4873289814563089	0.8219197136790106	0.17829980391310052
550	0.5345194935798645	0.5715036392211914	0.7606082953292745	0.5661960709796204	0.31090822767128856	0.4922663619704632	0.5808468778411848	2.3038504020733286	1.2000000000000028	0.4881306964675086	0.8213333045762248	0.1786707028702718
560	0.5322279334068298	0.5691654682159424	0.7591090109096573	0.5679045836465397	0.30959130630141574	0.4904589668853119	0.5822511882746572	2.3612553088599517	1.2000000000000028	0.4863811997862616	0.8226117189178389	0.17774219956654946
570	0.5299280881881714	0.5668273568153381	0.7576242433247574	0.569593231344383	0.3082313164547055	0.49032025073459706	0.5808108195887673	2.020372405936431	1.2000000000000028	0.4862272033497082	0.8227240293387565	0.17810070137153303
580	0.5276727080345154	0.5644438862800598	0.7560267379091777	0.5714064052148252	0.30900558725641936	0.4889074650579498	0.5816423256608518	2.4858024762342277	1.2000000000000028	0.4843963032248567	0.8240565894994973	0.1769976320587482
590	0.5253078937530518	0.5620517134666443	0.7546091349761316	0.5730121841729847	0.30617803919069453	0.4905641788790157	0.5770512734579725	1.6695097382744906	1.2000000000000028	0.48662250903084053	0.8224356592728741	0.17727104910516056
600	0.5229995846748352	0.5596249103546143	0.7531053936224219	0.5747122417453416	0.3044903966904117	0.49056759049768534	0.5753002288602813	1.5007356452182326	1.2000000000000028	0.48708766019461464	0.822096037766805	0.1776011823398913
610	0.5206424593925476	0.5571509599685669	0.7514304319515964	0.5766018804364994	0.30495114256942096	0.4901623281935263	0.5743017468113287	1.4618918348256833	1.2000000000000028	0.48581660619642997	0.8230233061988896	0.1764636775890538
620	0.5182634592056274	0.5546687841415405	0.7498077909065414	0.5784284803667543	0.3040559138807785	0.4906773014962611	0.5716063811835322	1.7309579710029834	1.2000000000000028	0.48662548920989446	0.8224334843831412	0.1777214767650093
630	0.5157982110977173	0.5520586967468262	0.7482214167156135	0.5802104376239008	0.3015565436242958	0.48995336938936374	0.5709637932545739	2.3407670489344024	1.2000000000000028	0.48619005236260576	0.8227511184265248	0.17651037932824912
640	0.5133714079856873	0.5494941473007202	0.746700416422991	0.581915417071898	0.2981786549332553	0.4913445691335993	0.5665358901544442	1.97362332935902	1.2000000000000028	0.48804001643778705	0.8213996802272225	0.17681012058695006
650	0.5109497308731079	0.5469606518745422	0.7450165430148038	0.5837989240426706	0.2974952317667063	0.4891801113387611	0.5685311808356984	2.3204829670220675	1.2000000000000028	0.4848062730721995	0.8237586433055021	0.17572508083967234
660	0.5083801746368408	0.5444594621658325	0.7432923319607858	0.5857231446551066	0.2982228052844633	0.4906517137209632	0.5641372560154758	1.484440138461292	1.2000000000000028	0.4865863852670701	0.8224620207917159	0.17538344027728786
670	0.5058021545410156	0.5421434640884399	0.7416907768675722	0.5875064871672694	0.2954767313122541	0.4924028948824356	0.5590271375240528	4.954540586230951	1.2000000000000028	0.4893384543463865	0.8204480782827093	0.17632497153606824
680	0.5033689737319946	0.5398420095443726	0.7400649401349642	0.5893129328557926	0.2937490058090298	0.49068294990760586	0.5601446392011147	2.285419300766129	1.2000000000000028	0.4870285141308744	0.8221392401761363	0.1756769728234139
690	0.5010064244270325	0.5375165343284607	0.7384275273158204	0.5911282339454068	0.2926484923253979	0.49144621382630554	0.5568464406311884	2.036042938536162	1.2000000000000028	0.4881451462706817	0.8213227265207439	0.17702972004434056
700	0.49865132570266724	0.535155177116394	0.7367808578837667	0.5929497422759656	0.29124784539872567	0.492096725365361	0.5536906212140624	1.602330162659097	1.2000000000000028	0.48936496482136743	0.8204286228909425	0.17633546157893562
710	0.4962747395038605	0.5327322483062744	0.7351852700834474	0.5947108660890373	0.2899793279952367	0.4898761191117064	0.5557988771121831	3.7796615161786593	1.2000000000000028	0.48604822652050916	0.8228545134063805	0.17549893265894795
720	0.49390721321105957	0.5301824808120728	0.7335688470414793	0.5964910935485415	0.2883220351698902	0.49002375072800486	0.5535216621495304	3.1809974307514515	1.2000000000000028	0.4864322429645145	0.8225744850084503	0.17483565493392775
730	0.4915982484817505	0.5276374220848083	0.731886296294045	0.598339987779429	0.2876347344707827	0.4910382994171942	0.5496562499090112	2.2246762411335266	1.2000000000000028	0.4879329639434419	0.8214780242650779	0.17594389157052587
740	0.48933202028274536	0.5252178311347961	0.730209691386188	0.6001781252336258	0.2878747520989657	0.49058384672151195	0.5485281414399923	2.093595701054963	1.2000000000000028	0.48723765212589354	0.8219864547509826	0.17485198107423064
750	0.4870353937149048	0.5227811336517334	0.7285896507366274	0.601950244048678	0.28812467932447444	0.4916078576850052	0.5446805589739092	1.7988873692667764	1.2000000000000028	0.4889815273460126	0.8207099156900362	0.17519642638972555
760	0.48470205068588257	0.520382285118103	0.727067009215408	0.6036122324406662	0.28549952262389694	0.4884254504556559	0.5485312566711122	2.750565192720674	1.2000000000000028	0.4851918169470427	0.82347821874174	0.17388554578511822
770	0.4825170338153839	0.5179170966148376	0.7254786625934201	0.6053422338077656	0.2843146162542357	0.4899436765476425	0.5436674455244663	5.0102993629541155	1.2000000000000028	0.48694137304655005	0.8222028815952751	0.17424226585868466
780	0.48063305020332336	0.5156552195549011	0.7238713095155722	0.6070890850322288	0.2864065376075721	0.488607674875279	0.5443530556543603	1.7662884482276282	1.2000000000000028	0.4859576330714143	0.822920542759644	0.1746045140471806
790	0.4784344732761383	0.5133895874023438	0.722478580163916	0.608599552796476	0.2829831035651677	0.4888667689597332	0.541885359605593	2.6581969557118383	1.2000000000000028	0.48612278898057854	0.822800159061809	0.17453872039679758
800	0.4764072597026825	0.5112603902816772	0.720910123517631	0.610297120823628	0.28327342989645166	0.48951633108750303	0.5387716822270977	1.625629158245785	1.2000000000000028	0.48672618744912094	0.8223599884981132	0.1734234677531809
810	0.47452905774116516	0.5092385411262512	0.7195025167635686	0.6118174570076675	0.2824279864754598	0.4893487263563536	0.5372683554366915	4.270124491341914	1.2000000000000028	0.486896609855036	0.8222355689005175	0.173636321640537
820	0.47278669476509094	0.5072018504142761	0.7181479097173333	0.6132777432505967	0.2822492735953664	0.48860633452762875	0.536975390092735	1.5842490457722331	1.2000000000000028	0.48586238563168427	0.8229899509174088	0.17341949431198544
830	0.4711238443851471	0.5054166316986084	0.7170058270099879	0.6145067870153784	0.2796149011611275	0.484681271997976	0.5426955250945024	2.4637060600983527	1.2000000000000028	0.48084654626302603	0.8266258407621521	0.17345658315139983
840	0.4693949520587921	0.5035766363143921	0.7156199915588211	0.6159955165574578	0.2813594542873647	0.4850486111381481	0.5404901175956197	1.6623453000283497	1.2000000000000028	0.4817323537046156	0.8259864784570536	0.1714662956081868
850	0.4678424596786499	0.5019043684005737	0.714449128477649	0.6172510679879859	0.2804645451236222	0.4855189306241571	0.53806338207082	2.3265004117237718	1.2000000000000028	0.48169412082614144	0.8260140986646662	0.17162551126366019
860	0.4663366973400116	0.5001752972602844	0.7133027997721317	0.6184783186899224	0.27974277609869197	0.4851245418559445	0.5373158983103286	3.9159686334321635	1.2000000000000028	0.48207827622115634	0.8257364773628222	0.1711174068803487
870	0.46486106514930725	0.4986543357372284	0.7121375690203704	0.6197237860702873	0.28004625996359966	0.4863640498215417	0.5334879813895698	2.4764898010134777	1.2000000000000028	0.4834755174904938	0.8247248530808882	0.1725261397222552
880	0.4636616110801697	0.49699708819389343	0.7111140531167797	0.6208161004442261	0.2779517459901282	0.4868405398688386	0.5310645812046327	2.5912436166424437	1.2000000000000028	0.48400557161239627	0.8243403196818234	0.1725889451286286
890	0.46226173639297485	0.49547427892684937	0.7099811971387271	0.6220232727251978	0.2781691171008333	0.48509578912339063	0.533004563544304	1.9036622562717147	1.2000000000000028	0.4817783670528484	0.825953234573392	0.17163004247385882
900	0.4609096348285675	0.49404409527778625	0.7088396107864298	0.623237801149103	0.28029911756844883	0.486183732863086	0.5295525443609505	3.407148442607334	1.2000000000000028	0.48255960057239705	0.825388321662107	0.171821366427129
910	0.45964300632476807	0.4925287067890167	0.7079600629552709	0.6241722150188884	0.27645077959007813	0.4855389289505187	0.5293563659738143	1.7859381700228398	1.2000000000000028	0.4826673735331351	0.8253103187835104	0.1727586198408399
920	0.4583338499069214	0.4911332428455353	0.7067250774910049	0.6254822805006248	0.2787765683086632	0.48631608797839626	0.5264527865071482	3.3484140888446197	1.2000000000000028	0.48329304426352804	0.8248571327310289	0.1728997418137455
930	0.4569917917251587	0.4897802174091339	0.7057206017726793	0.6265461358047543	0.2768933037603379	0.48326060001677296	0.5309571830463025	2.809986780659133	1.2000000000000028	0.47958878534642657	0.8275316517603386	0.17210245161344023
940	0.4558253586292267	0.4886106848716736	0.7046228866551554	0.6277070120087279	0.2795906836975159	0.48540028625058196	0.525442015985744	2.2366319366969587	1.2000000000000028	0.4823963670707174	0.8255064320673144	0.17152892730817476
950	0.45461511611938477	0.48727163672447205	0.7035422267454153	0.6288480864741639	0.27801730673339387	0.4839704890030331	0.5267776133444586	1.6589942681426473	1.2000000000000028	0.48072808157667235	0.8267112575568673	0.17016635502902885
960	0.4535920321941376	0.48627063632011414	0.7025657473439083	0.6298776499408562	0.27923810440696395	0.48376351585658156	0.5258617439036797	1.6532317748574996	1.2000000000000028	0.4803476834008723	0.8269853944064884	0.1715959371129595
970	0.45234858989715576	0.4848065972328186	0.7014854450523114	0.6310150142765945	0.27797611788273824	0.48515308291686243	0.5216777480071109	2.7298018691911032	1.2000000000000028	0.4820791053891202	0.8257358779006119	0.17134880923718745
980	0.45119428634643555	0.483342707157135	0.7004613993295942	0.6320915346697178	0.2761729278167143	0.48382612970199285	0.5228779454658399	1.6950789860314737	1.2000000000000028	0.4810961751839476	0.8264457814949835	0.17174166448846595
990	0.45002713799476624	0.4820195734500885	0.6994724118294819	0.6331297075295323	0.27460351766894403	0.48444885028768825	0.5202347054711902	1.628489884941403	1.2000000000000028	0.4816354733731278	0.8260564625149258	0.1726082809146073
1000	0.44888439774513245	0.4805527329444885	0.6984076222058744	0.6342458125922884	0.2744650324370926	0.4838477832607302	0.5199847965787493	1.5671870865488602	1.2000000000000028	0.48122369573235557	0.8263537638760141	0.17203711557850443
1010	0.44766420125961304	0.47912725806236267	0.6975016511618282	0.6351941063148665	0.2734260739677554	0.4829236377468459	0.520536685567037	1.987540386001642	1.2000000000000028	0.4798856688990544	0.8273180568398335	0.1711809898351532
1020	0.44650062918663025	0.4780207872390747	0.6965232266330189	0.6362168556881068	0.27535747512867614	0.4818583998282347	0.521405189399397	2.0231710482263	1.2000000000000028	0.4783846356596714	0.8283966302404403	0.1715516542014257
1030	0.44546598196029663	0.4767719805240631	0.6956849381915751	0.6370919785315177	0.2723255684671461	0.4825307380841602	0.5188253278999783	1.7768249831124383	1.2000000000000028	0.47934915613298806	0.8277039582483035	0.17146053648861626
1040	0.44428473711013794	0.47567591071128845	0.6947350865465765	0.6380822930794958	0.27326215616587507	0.4841596930594555	0.5143208554658403	2.28429929162657	1.2000000000000028	0.4808860335192664	0.8265973645216337	0.17203937716120968
1050	0.44358494877815247	0.47475773096084595	0.6942041698727996	0.6386352368678136	0.2690141006007981	0.4809370084649942	0.5196791564095666	1.5842374251971774	1.2000000000000028	0.47716966239961867	0.8292671797116319	0.17111332732185586
1060	0.4423581659793854	0.47365474700927734	0.6930959867310368	0.6397880352025243	0.27166863417146775	0.4810614000190428	0.5182200290261763	1.9764699367511285	1.2000000000000028	0.4774424599529178	0.829071908247822	0.17101492224434606
1070	0.4413378834724426	0.47250205278396606	0.6922179848198897	0.6407000776293494	0.27117431545232884	0.48425580451873707	0.5105575452264962	3.9363311793454168	1.2000000000000028	0.4812815577764513	0.8263120031301698	0.1724434437283364
1080	0.4404028058052063	0.47144433856010437	0.6914815279818187	0.6414641956692767	0.2699047420533668	0.48170219255997077	0.5146184858545226	3.08317352081797	1.2000000000000028	0.4781752637085602	0.8285468067605787	0.17008735337089523
1090	0.43945685029029846	0.47049611806869507	0.6907864548293391	0.6421846295498657	0.26886694191193256	0.4820092424006208	0.5129578736794913	3.3133001735266645	1.2000000000000028	0.4783914764543078	0.8283917224247739	0.17096589300022363
1100	0.43861550092697144	0.46958300471305847	0.6900108168550395	0.6429877123963981	0.2687791031796789	0.4818836993876075	0.5121562900171122	1.8736952768338333	1.2000000000000028	0.4780328922409957	0.8286488881967402	0.17099719226455107
1110	0.43753182888031006	0.4684700071811676	0.6892539957695524	0.6437704428766873	0.26799743063974274	0.48127151581178107	0.5122923542312658	2.259661324049388	1.2000000000000028	0.477349783552072	0.8291382595434296	0.17036986335718785
1120	0.4368232786655426	0.46762701869010925	0.6884049759416565	0.6446475061461994	0.2708148137282426	0.48349969275581595	0.5067067193916122	1.6170992653076848	1.2000000000000028	0.48047976560008754	0.8268902329547133	0.17111506348264116
1130	0.4359748959541321	0.46658414602279663	0.6876605742014578	0.6454156063283387	0.2708169458933046	0.48148418990486236	0.5097447187520322	1.942972235745245	1.2000000000000028	0.47775232363710673	0.828849969062132	0.1698021472090172
1140	0.43498656153678894	0.4654413163661957	0.6871081403092058	0.6459850900589483	0.2672065117097821	0.48194743952512786	0.5079024560600516	2.7252582328346886	1.2000000000000028	0.47847404657396775	0.8283324783138133	0.1702104629280948
1150	0.4343462884426117	0.46450576186180115	0.6863296983238398	0.6467867803531298	0.2681223055393529	0.48240580738711364	0.5059309769502507	1.4738794358555956	1.2000000000000028	0.4789903923371258	0.8279617680276685	0.16888775502666903
1160	0.43359309434890747	0.4636191427707672	0.6857104089764917	0.6474239158216311	0.26656273514068257	0.4817973323570065	0.5062117221115885	1.9379256081756113	1.2000000000000028	0.47831400877918606	0.8284472962322897	0.16932806979034004
1170	0.43298256397247314	0.4629312753677368	0.6856536222260148	0.6474823102132372	0.26202631347584315	0.48355556595674176	0.5017393011508189	1.9665066461385277	1.2000000000000028	0.48032601259326974	0.8270010051059205	0.17025104461501606
1180	0.4317556917667389	0.4618198871612549	0.6843211968760994	0.6488510687390285	0.26676839315427336	0.4828917122118269	0.502013527213071	2.083493697610467	1.2000000000000028	0.4796913033754503	0.8274579093983434	0.17083712232567783
1190	0.430938184261322	0.4609881341457367	0.6836282800211683	0.6495618280360685	0.26683497217247576	0.48156187170921516	0.5037674990671521	1.8281292990644997	1.2000000000000028	0.4783600652328483	0.8284142573105677	0.17014993940245554
1200	0.4301128387451172	0.4605332911014557	0.6830144622563337	0.6501908500123128	0.26855105416488373	0.4793972451987576	0.5073434467735509	3.133953393997514	1.2000000000000028	0.47558126944678353	0.8304019519429472	0.16880197724328114
1210	0.42945271730422974	0.45947450399398804	0.6823173623230293	0.650904531810305	0.26728802325220846	0.4806325649365638	0.5038035984031534	1.706861101336418	1.2000000000000028	0.47727921090406666	0.8291887771073914	0.16907713401973232
1220	0.4287264049053192	0.45841795206069946	0.6817670573260652	0.6514674121383197	0.26460548226403585	0.4823039397054523	0.4994344149866199	1.9788718042369249	1.2000000000000028	0.47855966018878693	0.8282710396963513	0.16968712648828588
1230	0.42795228958129883	0.4576288163661957	0.6810962043102908	0.6521529809101894	0.26551460176665215	0.4819739304113821	0.49921448825591386	5.127694289688348	1.2000000000000028	0.4785629314128613	0.8282686919605268	0.16942294916209352
1240	0.4271496832370758	0.45685988664627075	0.6805377308511902	0.6527231901770212	0.2636300028172481	0.4821217760537348	0.4979681521206225	3.051404195993877	1.2000000000000028	0.4784643202027424	0.8283394575223386	0.16946298292654435
1250	0.42646726965904236	0.45625558495521545	0.6800427732074975	0.6532281579299216	0.2630895436788485	0.480733405887905	0.500094612378289	1.8215336162310245	1.2000000000000028	0.47710377380320956	0.8293143267543271	0.1688320295651472
1260	0.42568954825401306	0.45540139079093933	0.6792309831520633	0.6540555703292747	0.265772784244956	0.4837430400193438	0.49278217204756414	9.700070509978028	1.2000000000000028	0.48041495196175393	0.8269369325990771	0.17023304913192455
